Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Trabajo en equipo,"Descubre las cualidades de los equipos efectivos y cómo contribuir a que el tuyo sea uno. Además de la importancia de conocer tus puntos fuertes y débiles, el formador sobre gestión Chris Croft recalca la importancia de cumplir las expectativas, escuchar a los demás miembros del equipo, comunicarte claramente, jugar más de un solo papel y ser servicial.",Course,2022-05-13 19:07 UTC,N/A,false,N/A,
Power BI avanzado,"En este curso, conoceremos en profundidad Microsoft Power BI, una herramienta diseñada especialmente para recorrer el ciclo completo de desarrollo de un proyecto de inteligencia de negocios, que incluye: el descubrimiento, el modelado y la visualización de datos, así como la distribución de informes y cuadros de mando. Además, desde el Editor de consultas Power Query, vamos a conectarnos a orígenes de datos externos como Bases de datos, Servicios en línea, Microsoft Azure, R, etc. Mediante el tratamiento de las consultas, vamos a dar solución a situaciones de modelado de datos que se ejecutan antes de su carga.",Course,2020-12-29 13:05 UTC,N/A,false,N/A,
Agile Software Development: Remote Teams,"Agile is built on a foundation of strong team collaboration and communication. Remote agile software development teams succeed when they combine strong systems with intentional communication. In this course, communication systems architect Andrea Goulet offers practical strategies to support collaboration, delivery, and team health—without relying on shared physical space. Learn how to reduce miscommunication, improve code quality, and align cross-functional stakeholders—even when time zones and working styles vary. If you’re adapting to the challenges of hybrid or remote agile, this course gives you tools to lead with clarity and adapt with confidence.",Course,2026-04-23 13:37 UTC,N/A,false,N/A,
Fundamentos de la ciberseguridad,"La seguridad de la información y, en concreto, la ciberseguridad empieza por conocer los fundamentos básicos de la tecnología que usamos y de las amenazas a las que nos exponemos. En este curso aprenderás las bases de conceptos relacionados, desde definiciones sobre seguridad a los tipos de malware, pasando por los navegadores web, el cifrado o las comunicaciones inalámbricas. Aprende a mejorar tu seguridad y privacidad tanto en la vida personal como en la profesional.",Course,2021-04-30 04:44 UTC,N/A,false,N/A,
Fundamentos de la programación: Refactorización de código avanzado,"Aprende cómo mejorar la calidad de tu código con este curso que amplía tus conocimientos sobre los problemas que suele presentar el código durante su crecimiento (code smells). También descubrirás una buena cantidad de técnicas para mejorar el código y corregir problemas. Empezarás recordando las características de la refactorización del código, después verás en detalle cada uno de los code smells para terminar viendo la explicación de buena parte de las técnicas recomendadas para resolverlos eficazmente.",Course,2023-09-08 15:37 UTC,N/A,false,N/A,
"Selenium Essential Training: Build Reliable, Scalable Test Automation for Modern Web Apps","Take your Selenium automation beyond the basics by mastering the precision tools and advanced strategies required for complex, real-world web applications. This course guides you through fine-tuning WebDriver configurations for stable browser sessions while teaching you to navigate intricate UI scenarios—such as handling alerts, switching windows, and interacting with dynamic elements—with ease. Discover essential debugging techniques to resolve synchronization issues and implement containerization strategies to ensure your tests are robust, scalable, and production-ready. Designed for QA engineers, testers transitioning to automation, and developers alike, this course helps to equip you with the steps and skills needed to execute reliable automated tests in modern DevOps environments.",Course,2026-07-25 02:11 UTC,N/A,false,N/A,
Data Impact with DJ Patil,"<p>Data science has revolutionized the world in many ways, as the use of data—including AI and machine learning—impacts every facet of our everyday lives—not to mention supercharging sites and services like Google and LinkedIn. But what is data science? How did we get to this point? And how will we use data science in the near and distant future? In this series, former U.S. Chief Data Scientist DJ Patil interviews some of the most influential people in tech. You’ll want to catch every episode for an insider’s perspective on the impact of data science on our world—past, present, and future.</p>",Course,2024-08-01 02:47 UTC,N/A,false,N/A,
AI-Powered Development with the Anthropic API,"AI APIs provide powerful ways to build intelligent applications, but leveraging them effectively requires skillful prompt engineering and API knowledge. In this course, you'll gain hands-on experience with API requests, learn best practices for structuring prompts, and compare AI model capabilities. Learn to integrate AI into your development workflow.",Course,2026-05-26 12:19 UTC,N/A,false,N/A,
Cómo hackear tu mente y recuperar el control sobre el estrés,"Supera el estrés y consigue dejar atrás la sensación de que no tienes tiempo. Aprende qué es, qué le pasa a tu cuerpo cuando se activa o se vuelve crónico, y qué hábitos mentales y nutricionales lo empeoran. Consigue, con este curso, resetear tu mente y recuperar el control de tu día a día con sesiones prácticas de respiración consciente y mindfulness que te devolverán tu claridad mental y tu equilibrio.",Course,2021-04-15 04:25 UTC,N/A,false,N/A,
Spring on Kubernetes: Deploying and Managing Cloud-Native Applications,"<p>Interested in building a cloud-native application with Spring Boot? This course was designed for you. Join instructor Frank P Moley III as he outlines the basics of creating images, including native images for eventual deployment to Kubernetes. Get a comprehensive overview of the entire development lifecycle of deploying and testing an application. Along the way, Frank covers some additional real-world operational concerns related to deploying applications with this methodology, including testing strategies, automation in CI/CD, security considerations, and more.</p><p>This course is integrated with GitHub Codespaces, an instant cloud developer environment that offers all the functionality of your favorite IDE without the need for any local machine setup. With GitHub Codespaces, you can get hands-on practice from any machine, at any time-all while using a tool that you'll likely encounter in the workplace. Check out the ""Using GitHub Codespaces with this course"" video to learn how to get started.</p>",Course,2026-01-14 18:05 UTC,N/A,false,N/A,
C# esencial (2020),"Aprende a programar en C#. En este curso descubrirás la facilidad del lenguaje de C#, conocerás las bases de la programación y del paradigma orientado a objetos, programarás tu primer proyecto y practicarás los contenidos básicos a través de entretenidos ejemplos. Comienza en el mundo de la programación en C# paso a paso con este curso de iniciación, conociendo operadores, clases y objetos asociados a este lenguaje de programación.",Course,2021-07-27 02:34 UTC,N/A,false,N/A,
Lenguaje no verbal para líderes,"La capacidad de liderazgo es muy importante en la actualidad. En este curso veremos qué es el liderazgo y cómo nuestro lenguaje corporal puede influir positiva o negativamente a la hora de transmitir confianza, empatía o la capacidad de motivar y dirigir personas entre otras competencias propias de un líder. 

Veremos una serie de indicaciones prácticas para situaciones a las que se enfrenta un líder habitualmente en las que es importante que lo que dice y lo que muestran sus gestos y su postura sean coherentes y transmitan los mismos mensajes.",Course,2020-11-20 23:02 UTC,N/A,false,N/A,
C# Test-Driven Development,"The old carpentry adage “measure twice, cut once” may not seem applicable to programming, but when you consider all the ill effects that bad code can have down the line, doesn’t “test twice, code once” make sense? The later you test, the more effort it requires to fix any issues that may have been introduced months ago. With test-driven development, you create the test first, and then you write the code. In this course, Christian Wenz shows how to apply TDD principles to C# programming. Christian takes a look at TDD in theory (what does it mean and what does a programmer need to know?), as well as in practical terms (how do you use TDD for C#-based projects?). He also illustrates TDD in action by adding tests, offers advice to help programmers understand available frameworks, and looks at more complex scenarios for using TDD like testing web applications and APIs, and replacing database objects during a test.",Course,2025-02-12 02:15 UTC,N/A,false,N/A,
Estrategias de liderazgo para mujeres,"El mundo necesita más mujeres líderes, y tú tienes el potencial de ser una de ellas. Las mujeres en puestos de mando se enfrentan a diferentes dificultades: expectativas, prejuicios... también está demostrado que se les paga y promueve menos. Este curso te ayudará a conseguir o consolidar una posición de liderazgo dentro de tu empresa, organización o comunidad, aprendiendo las estrategias adecuadas para superar los retos que supone. Al terminar habrás comprendido las particularidades del liderazgo femenino, descubrirás algunos referentes de mujeres líderes que te sirvan de modelo y tendrás algunas herramientas nuevas para usar en tu nueva posición.",Course,2021-05-19 14:46 UTC,N/A,false,N/A,
Cómo escribir con eficacia,"Amplía y expande tus habilidades de comunicación escrita gracias a este curso. Aprende, de manera práctica y paso a paso, cómo mejorar la efectividad de tus textos para que sean comprendidos rápidamente y obtengas los resultados que te has propuesto. No te lo pienses más y empieza hoy a redactar escritos más eficaces.",Course,2021-03-09 21:14 UTC,N/A,false,N/A,
Agile en acción: Planificación con historias de usuarios ágiles,"Descubre cómo escribir historias de usuario como forma de planificar el trabajo para los próximos sprints durante la gestión de proyectos ágiles. Durante el contenido también aprenderás cómo evitar los errores más comunes en la planificación de proyectos ágiles, en qué se diferencia un sprint de un proyecto tradicional, las secciones principales de una carta de proyecto o cuáles son los roles de usuario, entre otros conceptos clave que te harán mucho más fácil el proceso de este tipo de proyectos.",Course,2026-04-28 02:47 UTC,2026-04-28 02:46 UTC,false,N/A,
Fundamentos del liderazgo,"En un contexto donde la tecnología avanza a pasos acelerados y se renuevan los modelos de negocio, se refuerza más que nunca el rol de líder como clave para gestionar el cambio y ayudar a evolucionar a los equipos de trabajo. El liderazgo es la capacidad de inspirar y conectar con otros para movilizarlos a realizar una acción, es el principal componente para modelar la cultura de una organización. En este contenido aprenderás que el liderazgo se desarrolla en cuatro dimensiones: liderazgo personal, de equipos, organizacional y externo, y contempla habilidades que pueden ser aprendidas en el tiempo. Veamos acciones prácticas para empezar a ser líder.",Course,2025-02-13 01:16 UTC,2025-02-12 16:27 UTC,false,N/A,
.NET 5 esencial,"Conoce .NET 5, la versión más importante en toda la historia de .NET. Este curso te ayudará a describir los conceptos fundamentales y piezas estratégicas que se tienen que tomar en cuenta cuando decidimos usar .NET 5 como plataforma de desarrollo. Darás un repaso sobre las diferentes fuerzas y decisiones que se tomaron para desembocar en .NET 5, pero también darás un paso a la práctica conociendo el ambiente de ejecución, las herramientas, el lenguaje de programación C# 9, el desarrollo de aplicaciones de escritorio, web, API, etc.",Course,2025-12-01 19:42 UTC,N/A,false,N/A,
Practice It: PHP with MySQL,"In this course, get hands-on experience with essential PHP skills like creating, reading, updating, and deleting records in an SQL database—without the hassle of installing and configuring PHP and MySQL. Instructor Kevin Skoglund
shows you how to incorporate URL parameters, form data, and error handling as you build web pages for content management. This course offers the flexibility to work with either procedural code, object-oriented code, or both, so you can find the approach that works best for you. Whether you need a refresher on the fundamentals or want to get comfortable with unfamiliar techniques, this course can help you achieve your goals.
 
<p>This course is integrated with GitHub Codespaces, an instant cloud developer environment that offers all the functionality of your favorite IDE without the need for any local machine setup. With GitHub Codespaces, you can get hands-on practice from any machine, at any time—all while using a tool that you’ll likely encounter in the workplace. Check out the “Using GitHub Codespaces with this course” video to learn how to get started.</p>",Course,N/A,N/A,true,N/A,
Kubernetes: Despliegue en Azure,"Domina los conceptos básicos de Azure Kubernetes Service o AKS. Introdúcete con este curso en su arquitectura, en la gestión general del servicio y en las operaciones que puede realizar. Además, despliega paso a paso tu primera aplicación en clúster. Al terminar este curso estarás preparado para trabajar con Azure Kubernetes Service y dar el salto a un nivel más avanzado.",Course,2022-04-18 04:17 UTC,N/A,true,N/A,
Gestión de equipos IT con un café,"Aprende a gestionar de forma eficiente un equipo de profesionales de las tecnologías de la información. Lidera de forma eficiente, impulsa las carreras de las personas de tu equipo y consigue que su aporte al trabajo de equipo sea óptimo.</br></br>

Estos vídeos corresponden a los cursos:</br></br>

<li><a href=""https://www.linkedin.com/learning/liderazgo-y-trabajo-en-equipo/"" target=""blank"">Liderazgo y trabajo en equipo</a></li>

<li><a href=""https://www.linkedin.com/learning/fundamentos-de-la-arquitectura-de-equipos-it/"" target=""blank"">Fundamentos de la arquitectura de equipos IT</a></li>

<li><a href=""https://www.linkedin.com/learning/fundamentos-de-gestion-de-equipos-it-y-programacion/"" target=""blank"">Fundamentos de gestión de equipos IT y programación</a></li>

<li><a href=""https://www.linkedin.com/learning/fundamentos-del-desarrollo-de-equipos-it/"" target=""blank"">Fundamentos del desarrollo de equipos IT</a></li>

<li><a href=""https://www.linkedin.com/learning/desarrollo-de-equipos-it-trucos-y-consejos/"" target=""blank"">Desarrollo de equipos IT: Trucos y consejos</a></li>",Course,2022-06-08 10:33 UTC,N/A,false,N/A,
Java avanzado 2,"Adéntrate en algunas de las características más modernas de Java y profundiza en algunas de sus características más avanzadas tanto a nivel de lenguaje como de API. Este curso te permitirá llevar tus aplicaciones al siguiente nivel ya que cubre temas como el manejo de excepciones y la concurrencia, el uso de genéricos y de wildcards. Introduce también sintaxis más modernas como la que trae el uso de expresiones lambda o los streams para el procesamiento de datos. Explora algunas clases del paquete de red y nos enseña a organizar nuestros proyectos con el sistema de módulos de Java.",Course,2021-03-05 15:49 UTC,N/A,false,N/A,
Aprende a programar ¡en cualquier lenguaje!,"Aprende a desarrollar software desde los principios básicos y con cuatro de los principales lenguajes de programación más usados en el mercado. Con este curso comenzarás entendiendo los conceptos y aplicándolos inmediatamente, con lo cual podrás aprender a desarrollar software en varios lenguajes y con la misma base. Al terminar este curso, además de descubrir los lenguajes más importantes, podrás aplicar tus nuevas habilidades para aprender otros o nuevos lenguajes de programación que ayudaran a potenciar tu vida profesional.",Course,2021-05-19 17:47 UTC,2021-05-19 17:47 UTC,false,N/A,
Bases de datos con un café,"Tomemos un café juntos mientras hablamos del apasionante mundo de las bases de datos. De forma breve y concisa, para que te tome pocos minutos, conocerás qué es una base de datos, para qué sirven y cuándo es necesario crear una. Durante el contenido también aprenderás a identificar los distintos tipos de bases de datos, ya sean relacionales o no, y conocerás los sistemas de bases de datos más populares en la actualidad como: MySQL, PostgreSQL, NoSQL o MongoBD. ¿Te apuntas a este café tan instructivo?


Estos vídeos corresponden a los cursos:
<ul>
<li><a href=""https://www.linkedin.com/learning/mysql-esencial/"" target=""_blank"">MySQL esencial</a></li>
<li><a href=""https://www.linkedin.com/learning/postgresql-esencial-2/"" target=""_blank"">PostgreSQL esencial</a></li>
<li><a href=""https://www.linkedin.com/learning/desarrollo-nosql-con-cosmodb/"" target=""_blank"">Desarrollo NoSQL con CosmoDB</a></li>
<li><a href=""https://www.linkedin.com/learning/mongodb-esencial/"" target=""_blank"">MongoDB esencial</a></li>
</ul>",Course,2021-08-12 19:34 UTC,N/A,false,N/A,
Cómo gestionar a personas con alto potencial,"Gestionar a los altos potenciales te da la oportunidad de prepararles el camino a algunos de los mejores talentos de la organización. Los altos potenciales son las personas más probables de ascender y ser buenas en puestos de liderazgo. Si ayudas estratégicamente a que estos profesionales crezcan y amplíen sus responsabilidades, influirás en el futuro de la organización de manera muy positiva. La experta en liderazgo Sara Canaday te ayuda a conocer la mentalidad y las motivaciones de los altos potenciales, para que puedas cumplir sus expectativas y darles el nivel apropiado de apoyo y capacitación.",Course,2020-12-03 20:18 UTC,N/A,false,N/A,
C++: Punteros inteligentes,"Profundiza más en C++ con los punteros inteligentes: objetos inteligentes que garantizan que tanto la memoria como otros recursos se asignan de forma adecuada y eficaz. Los punteros inteligentes son un componente fundamental de la gestión de recursos en C++ y una funcionalidad muy valiosa para cualquier desarrollador. En este curso, Bill Weinman te enseña a crear punteros únicos y compartidos, a usar punteros débiles y personalizados y a elegir el puntero inteligente que mejor se adapta a tus necesidades a la hora de programar.",Course,2020-09-15 21:39 UTC,N/A,false,N/A,
Excel: Técnicas de formato avanzadas (Office/Microsoft 365),"Un trabajo mal formateado en Microsoft Excel es un trabajo inferior en cuanto a calidad, aspecto o imagen. Durante este contenido formativo aprenderás a trabajar el formato de todos los elementos con los que trabajamos en Excel normalmente. Es decir, tablas, tablas dinámicas, gráficos o el formato condicional de las propias celdas, entre otros. Además, también recibirás recomendaciones sobre cómo abordar una estrategia de diseño para un dashboard o informe empresarial. No dejes de lado las buenas prácticas, la presencia de tus hojas de cálculo te lo agradecerá.",Course,2021-07-09 15:20 UTC,N/A,false,N/A,
ASP.NET Core: Razor Pages,"Razor Pages allows you to build ASP.NET web applications quickly and easily without an MVC framework. In this course, instructor Ervis Trupja shows you how to create a Razor Pages application, use the PageModel, and manage dependencies as you go. Find out how to get your first dynamically rendered page up and running before you learn about data binding, working with forms and data, and securing your application with authorization and authentication. Along the way, explore the use of layouts and classes to optimize pages for maintainability and more. Ervis shows you the skills you need to know to get the most out of Razor Pages and set your sights on next-level applications.",Course,2026-01-20 17:07 UTC,2026-01-20 17:05 UTC,false,N/A,
Managing Anxiety Triggers with Effective Techniques,"<p>Imagine you are having an anxious moment at work. Instead of letting yourself slip into old patterns of negative thoughts or self-criticisms, you can take a step back and try something new. Maybe move around, go out for lunch, drink some water—just don’t start doom scrolling. Emma Seppala is a lecturer at Yale, and in this course, she details techniques on how to manage anxiety. Emma explains that anxiety is telling you something, and by asking yourself ""what do you need?"" you can reclaim your power and energy. Check out this course to learn how to better deal with anxiety and stop subjecting yourself to self-destructive beliefs and behaviors. 
</p><p> 
This course was created by Morra Aarons-Mele of <i>The Anxious Achiever</i>. We are pleased to offer this insightful discussion in our library.",Course,2025-04-09 10:33 UTC,N/A,false,N/A,
DevOps: Contenedores Docker en hosts Windows,"Aprende los fundamentos esenciales sobre el uso de contenedores Docker de hosts basados en Windows; tanto de escritorio con Windows 10, como empresariales con Windows Server 2019. Con ejemplos tanto teóricos como prácticos, entenderás qué son y cómo funcionan los contenedores, cómo puedes implementar un entorno de desarrollo en Windows 10 o Windows Server 2019 y cómo se realiza una gestión completa de dichos contenedores. Por último, también verás de primera mano cómo se haría el uso de esta infraestructura en la nube.",Course,2021-08-14 03:41 UTC,N/A,true,N/A,
Learning Docker (2018),"Docker is the next step beyond virtualization. A Docker image contains everything it needs to run, independent of the Linux server on which it lives: a copy of the operating system, a database, code, configuration files, dependencies, and so on. Images can also be packaged and shared with other Docker admins. Arthur Ulfeldt uses Docker to run complex systems with millions of users and hundreds of containers. Here, he shares his knowledge with you. He introduces the basics of Docker, including its containers, Dockerfiles (or base images), and capabilities for networking, data management, infrastructure optimization, and more. Watch and learn how to build your own containers, as well as how to network and link containers.",Course,2021-05-03 17:33 UTC,N/A,false,N/A,
Excel para principiantes: Automatizaciones con Macros y VBA,"Aprende a automatizar Excel gracias a las macros y a la programación con VBA. Conoce en este curso, paso a paso y de manera sencilla, cómo estas herramientas pueden aumentar tu productividad y ayudarte a producir un trabajo más preciso automatizando tareas repetitivas.",Course,2022-07-18 14:14 UTC,N/A,false,N/A,
C# Unit Testing with xUnit,"In this course, learn the basics of test-driven development by creating a sample project in pure C# and using unit tests to validate that all the business logic works.
Instructor Jesse Freeman first introduces you to the foundational concept of unit testing and the role xUnit plays in it. He then guides you through a detailed setup process of xUnit for your development environment. Jesse also delves deeper into the specifics of xUnit's function, benefits, and its core role in the test-driven development (TDD) cycle.",Course,2025-09-25 13:19 UTC,N/A,false,N/A,
Arquitectura de software: Diseño de sistemas de software esencial,"Aprende a diseñar y planificar sistemas de software con este contenido formativo que te instruye, desde las bases teóricas del diseño de software (requerimientos, modularidad, rendimiento, escalabilidad, resiliencia y seguridad, entre otros), hasta cómo utilizar las herramientas de uso común en el campo; pasando por una gran variedad de consejos útiles a la hora de enfrentarse a la implementación de proyectos de software, el diseño de los sistemas y los problemas que puedan surgir en la implementación.",Course,2021-05-04 13:47 UTC,2021-05-04 13:47 UTC,false,N/A,
Fundamentos de la negociación,"Negociamos todo el tiempo, en el trabajo, la vida privada, las actividades personales, etc. La capacidad de negociación no se adquiere de una manera innata, existen determinadas técnicas que nos ayudan a poder gestionar una negociación de manera que estemos preparados previamente sabiendo lo que queremos obtener de ella y a qué estamos dispuestos a renunciar. <br><br>

En este curso veremos algunas técnicas que podremos aplicar en un gran número de situaciones para poder ser capaces de llevar la negociación a nuestro terreno y donde el resultado deje satisfechas a ambas partes.",Course,2021-10-11 22:30 UTC,N/A,false,N/A,
Java: Mapeo objeto-relacional esencial,"Expande el potencial de tus desarrollos en Java dominando el mapeo objeto-relacional para conectar Java con bases de datos MySQL. Al terminar este curso habrás adquirido los conocimientos esenciales para utilizar estas herramientas en tu favor, configurándolas correctamente, a fin de implementar de manera efectiva un sistema ORM. El curso será eminentemente práctico y con ejemplos, para que paso a paso generes la base de datos, aprendas a sortear los errores comunes de configuración o a crear tablas, utilices varias técnicas de consulta en las mismas, entre otros muchos conceptos clave. Empecemos el viaje.",Course,2021-11-29 20:26 UTC,N/A,false,N/A,
Transición de responsable a líder (2017),"Al igual que la gestión, la dirección o el liderazgo es una habilidad que se puede enseñar. En este curso, la asesora de ejecutivos Sara Canaday te explica algunas estrategias de eficacia probada para que cambies tu mentalidad de responsable a líder. Vamos a empezar viendo cómo impulsar tu crecimiento personal practicando el autoconocimiento y la inteligencia emocional, desarrollando la presencia ejecutiva y convirtiéndote en líder de opinión. Luego, veremos cómo expandir tu perspectiva, innovar enfocando el problema desde un punto de vista distinto y mejorar tu proceso de toma de decisiones. Por último, aprenderás a cuidar a tu equipo estelar: atrae talento, inspira a tu equipo mediante el apoyo y desarrolla relaciones productivas. Cada capítulo del curso contiene un caso de estudio que te muestra cómo aplicar estos conceptos en situaciones reales.",Course,2022-05-24 14:50 UTC,N/A,false,N/A,
Fundamentos de la programación: Pruebas de software y QA,"Las responsabilidades de Quality Assurance (QA) pueden ser distintas dependiendo de la persona. En este curso, vamos a ver las prácticas QA dentro del contexto de un proyecto de ingeniería de software. La formadora Meaghan Lewis te explica los distintos tipos de pruebas en las que se centra el QA y cómo encaja dentro del ciclo de desarrollo de software (SDLC). Meaghan explora las áreas en las que te convendrá hacer pruebas, para garantizar las mejoras del producto. Además, te enseña algunos de los mecanismos que se utilizan para comunicar el estado general de un producto. Al finalizar el curso, sabrás analizar tu proyecto con perspectiva, entenderás cómo encajan las piezas e identificarás cómo ayudar al equipo a cumplir los objetivos de calidad de cada lanzamiento.",Course,2023-03-17 13:36 UTC,N/A,false,N/A,
Learning SQL Programming,"<p>Structured Query Language (SQL) is a common tool for retrieving data from relational databases such as SQL Server, MySQL, MariaDB, and PostgreSQL. This course provides an introduction to this core programming language. Learn how to request data from a database, limit and sort the responses, aggregate data from multiple tables with joins, and edit and delete data. Instructor Scott Simpson also shows how to perform simple math operations and transform data into different formats. </p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/data-engineering-foundations-professional-certificate-by-astronomer"" target=""_blank"">Professional Certificate</a> from Astronomer.</p>",Course,2024-03-18 13:56 UTC,N/A,false,N/A,
QuickBooks Pro 2020 Essential Training,"QuickBooks is designed to make running a business easy, so you can focus on what you do best. Learn how to create and back up your company's QuickBooks file and quickly set up shop, in this introductory course. It starts with adding your banking information, credit cards, and historical data to the chart of accounts. You can also learn how to set up your customers, vendors, employees, and inventory items. Instructor Jess Stratton then takes you through the day-to-day operations that keep your business running: creating estimates, purchase orders, invoices, and sales receipts; processing payments; recording deposits; and printing checks. Plus, learn how to run reports; find data about your business; and close the books, with end-of-year preparations.",Course,2025-10-10 04:34 UTC,N/A,false,N/A,
Advanced LLMs with Retrieval Augmented Generation (RAG): Practical Projects for AI Applications,"Are you an engineer, solutions architect, or software developer tasked with building enterprise applications? It’s time to get up to speed with the latest AI-powered tools and techniques—in this case, retrieval-augmented generation (RAG). In this course, designed by leading technology educator Pragmatic AI Labs, join instructor Guy Ernest as he outlines the foundational and advanced concepts required to leverage RAG for large language models, including text encoding using embedded vectors, document chunking with enrichment strategies, improving document retrieval, and more. By the end of this course, you’ll be equipped with the skills you need to take advantage of the power of RAG.",Course,2026-02-05 12:34 UTC,N/A,false,N/A,
Excel: Crear un dashboard para RRHH con Power Query y Power Pivot,"Construye un atractivo dashboard para tomar decisiones relativas a los aspectos comerciales de tu empresa. En este curso avanzado, aprenderás a extraer los datos,  a transformarlos y a depurarlos para visualizarlos en tu cuadro de mando con Power Query y Power Pivot, los complementos de Excel que te ayudarán a la extracción de datos y a su modelado.",Course,2020-09-28 22:10 UTC,N/A,false,N/A,
Desafío de programación: Programación funcional en JavaScript,"Entiende el paradigma de programación reactiva con JavaScript utilizando RxJS, un concepto que está revolucionando el mundo del software. Durante el contenido practicarás diferentes ejercicios de programación, creando observables y utilizando operadores para manipular los flujos de datos con diferentes propósitos, como la filtración de datos, combinación de información, detección de eventos, carga remota de datos y más. Al terminar, habrás mejorado tu nivel de programación con JavaScript y comprendido las posibilidades que nos brinda combinarlo con la librería RxJS.",Course,2022-09-08 00:14 UTC,N/A,false,N/A,
Securing ASP.NET Core Apps: Advanced Techniques for Web Application Security,"Software security is an important consideration when designing and developing web applications. While security breaches and threats can have serious consequences, there are steps you can take as a software developer to keep your applications safe. In this course, instructor Ervis Trupja explores techniques for securing and controlling access to your ASP.NET Core applications. Ervis begins by going over some of the most common types of attacks and how to protect yourself against them. Learn the skills you need to know to protect sensitive data in your applications using different strategies of authentication and authorization in ASP.NET Core.",Course,2026-02-02 15:06 UTC,2026-02-02 15:04 UTC,false,N/A,
.NET Development for Beginners,"<p>New to .NET? There’s a lot to explore! Join the Microsoft .NET team to begin learning .NET one step at a time. Find out what .NET is and what you can build with it. Learn how to get up and running within Visual Studio Code and how to enhance your projects with NuGet packages. This course presents a simple, straightforward way to begin your learning journey!</p>

<p>This course was created by the Microsoft .NET team. We are pleased to host this training in our library.</p>",Course,2026-02-19 20:36 UTC,2026-02-19 20:35 UTC,false,N/A,
Introduction to Probabilistic Knowledge Graphs: AI-Driven Inference and Real-World Applications,"Probabilistic knowledge graphs (PKGs) are transforming the way data is structured and analyzed in AI and machine learning. In this course, AI engineer and author Vaibhava Lakshmi Ravideshik introduces the fundamentals of knowledge graphs and shows how probability theory helps manage uncertainty in data. Through hands-on examples, learn how to construct PKGs, integrate probabilistic reasoning, and apply inference techniques like Markov Chain Monte Carlo (MCMC). Explore real-world applications in decision-making, risk assessment, and predictive modeling, and gain insights into scaling challenges and emerging trends shaping the future of PKGs.",Course,2026-07-14 16:38 UTC,N/A,false,N/A,
Node.js práctico: Sitio web,"En este curso práctico nos enfocaremos en diferentes proyectos web basados en NodeJS. Crearemos un sitio completo y utilizaremos funciones avanzadas, así como librerías y servicios adicionales para llevar nuestro producto al siguiente nivel. Finalmente aprenderemos los procesos de publicación en diferentes servicios en la nube para que nuestra aplicación esté disponible para el mundo entero.",Course,2021-06-30 04:43 UTC,N/A,false,N/A,
.NET Core: trucos (2019),"Amplía y expande tus habilidades de .NET Core gracias a los útiles y fácilmente aplicables consejos de este curso. Descubre trucos para Visual Studio, el lenguaje C# 8.0 y componentes relacionados con el despliegue, monitoreo e instrumentación de aplicaciones para que seas más productivo y eficiente en cada proyecto.",Course,2021-02-13 16:50 UTC,N/A,false,N/A,
Fundamentos de la gestión de proyectos (2016),"La gestión de proyectos es un acercamiento a la buena organización de procesos de principio a fin. En sí misma es una profesión, pero también es un conjunto de técnicas que cualquier persona puede aplicar para alcanzar sus objetivos y gestionar proyectos de trabajo con mayor eficacia. La gestión de proyectos puede utilizarse para guiar proyectos pequeños y sencillos, así como iniciativas complejas a nivel de empresa. En este curso, Bonnie Biafore te explicará los fundamentos de la gestión de proyectos, desde la definición del problema, el establecimiento de metas y objetivos del proyecto y la construcción de un plan de proyecto para la gestión de los recursos del equipo, hasta el cumplimiento de plazos y el cierre del proyecto. En el camino te ofrecerá consejos sobre cómo informar sobre el desempeño del proyecto manteniéndolo en marcha y la aprobación final del cliente.",Course,2023-09-14 15:45 UTC,N/A,false,N/A,
Fundamentos de SEO (2014),"[Hay una nueva versión del curso disponible <a href=""https://www.linkedin.com/learning/fundamentos-de-seo-2/"">aquí</a>.] En este curso aprenderás cuáles son las tendencias SEO actuales y cómo realizar una auditoría de tu sitio web para determinar qué cambios debes realizar y mejorar así la visibilidad de tu web. Aprende también a medir el impacto de tus optimizaciones y conoce los factores que influyen en el posicionamiento orgánico de tu página web. Ver este curso y seguir sus consejos te ayudará a mejorar las posiciones en las que aparece tu sitio web en las búsquedas de resultados gratuitos.",Course,2020-11-08 13:28 UTC,N/A,false,N/A,
TypeScript avanzado,"Descubre conceptos avanzados de TypeScript que te servirán para identificar y facilitar la asignación y uso de variables en tus próximos proyectos. Aprenderás a trabajar con módulos para organizar, extender y compartir el alcance de su código. También comenzarás a trabajar y generar código genérico para evitar reescribirlo cuando sea redundante. Por último, conocerás cómo trabajar con código asíncrono para que pueda optimizar las peticiones e interacción con datos en servicios remotos, así como la generación y uso de decoradores para poder extender y rehusar código en casi cualquier parte de tu proyecto.",Course,2021-12-17 16:26 UTC,N/A,false,N/A,
